Area,Year,Week,Precipitation energy (GWh),Useful inflow HBV (used before 2015 and to min/max/avg) (GWh),"Useful inflow (production data and reservoir statistics, used from 2015) (GWh)",Hydrological balance (GWh),Reservoir deviation (GWh),Groundwater and groundwater (GWh),Snow (GWh),"Deviation snow, ground and groundwater (GWh)"
NO,2009,27,-1305,5420,5146,-9432,-4642,12936,4300,-4789
NO,2009,26,-1529,5244,5006,-6688,-5459,15359,8518,-1229
NO,2009,25,2121,4343,4186,-3796,-5761,16991,13773,1965
NO,2009,24,1429,3951,3668,-4864,-4785,17051,16117,-78
NO,2009,23,-149,5431,4255,-5237,-2876,16751,19115,-2361
NO,2009,22,3942,6703,5920,-2300,-608,18960,22738,-1692
NO,2009,21,1050,5326,5092,-4085,-332,18435,26349,-3753
NO,2009,20,446,3651,3237,-3315,739,17673,31633,-4054
NO,2009,19,2736,4921,4121,-2207,2578,17730,34932,-4785
NO,2009,18,1501,6942,5837,-3062,2468,18953,36168,-5531
NO,2009,17,604,3149,2749,-2735,-651,16890,43978,-2084
NO,2009,16,951,3412,2597,-2247,-1485,15335,48248,-762
NO,2009,15,2074,2166,1844,-1347,-2717,14515,51719,1370
NO,2009,14,1878,840,737,-2172,-3861,12634,53820,1690
NO,2009,13,1225,342,291,-2391,-3809,11674,53766,1418
NO,2009,12,3013,574,392,-1423,-3207,11850,52713,1784
NO,2009,11,2269,381,289,-2081,-3005,11725,50434,925
NO,2009,10,2685,360,373,-1875,-2637,11768,48507,762
NO,2009,9,3029,452,343,-1874,-2450,11734,46235,575
NO,2009,8,2853,232,323,-2115,-2268,11803,43594,153
NO,2009,7,1521,179,302,-2101,-1833,11809,40967,-268
NO,2009,6,1828,257,341,-780,-1557,11942,39495,777
NO,2009,5,576,322,361,289,-1447,12102,37768,1736
NO,2009,4,3841,687,643,2915,-1133,12375,37231,4048
NO,2009,3,5271,2301,1488,2532,-1137,12724,33739,3668
NO,2009,2,4377,612,856,1720,-1795,12378,31322,3516
NO,2009,1,2097,572,533,479,-1614,12222,27759,2093
NO,2008,52,2990,752,814,4040,-1136,12405,26088,5176
NO,2008,51,4478,892,999,4742,-253,12591,23674,4996
NO,2008,50,1241,434,549,3944,290,12433,20296,3654
NO,2008,49,1132,657,736,6342,1227,12787,19135,5115
NO,2008,48,4303,1300,1440,8764,2050,13391,18064,6715
NO,2008,47,5376,1784,1501,7799,2171,13595,14913,5628
NO,2008,46,5699,2024,2255,6005,2353,14703,10288,3652
NO,2008,45,1697,1336,1374,3217,1805,13986,7422,1411
NO,2008,44,3353,2683,2029,4973,2601,14256,6846,2372
NO,2008,43,8454,4076,4685,6252,3503,15826,4730,2749
NO,2008,42,3449,3404,2941,1161,1749,14262,2136,-588
NO,2008,41,4991,2524,3438,1256,893,14978,1519,364
NO,2008,40,4201,1804,1692,-1265,108,12495,1618,-1373
NO,2008,39,1150,1368,1480,-1969,1280,11531,280,-3249
NO,2008,38,110,1034,1036,-85,2674,11545,298,-2759
NO,2008,37,214,1644,1566,3009,4562,12361,303,-1554
NO,2008,36,3927,2669,2780,5810,6041,13510,361,-230
NO,2008,35,1022,1781,1809,4362,6087,12003,380,-1725
NO,2008,34,171,1963,1618,5380,6779,12380,446,-1399
NO,2008,33,3231,2812,3096,7707,7966,13626,567,-259
NO,2008,32,2632,2666,2528,6531,7931,12788,704,-1400
NO,2008,31,288,2982,2808,6481,8791,12247,938,-2310
NO,2008,30,-103,3411,3760,7814,9078,13277,1848,-1264
NO,2008,29,2634,3933,4279,9375,8788,14961,3273,586
NO,2008,28,2249,5023,4314,8305,8347,15093,4353,-42
NO,2008,27,-317,5181,5492,8721,8572,15570,6605,150
NO,2008,26,2105,4678,4602,10635,8049,16711,10981,2586
NO,2008,25,2230,5055,5716,10532,8897,17099,13334,1635
NO,2008,24,2108,7190,6113,9408,9208,16797,16649,200
NO,2008,23,-1647,12885,9514,9998,9353,19264,19608,646
NO,2008,22,-522,7374,6824,17526,6910,20636,33370,10616
NO,2008,21,1134,3219,3487,20564,6868,17842,44391,13695
NO,2008,20,1409,7156,5978,21220,10103,18129,46349,11117
NO,2008,19,622,8092,7245,22825,9627,19768,50877,13198
NO,2008,18,4194,6256,6415,24525,6637,17684,60856,17888
NO,2008,17,341,1097,1180,21184,3251,13318,67567,17933
NO,2008,16,881,520,462,21521,4181,12022,69663,17341
NO,2008,15,1683,566,459,22127,5664,12028,69300,16464
NO,2008,14,2910,1116,655,22289,6832,12155,68067,15457
NO,2008,13,1401,262,421,21774,7332,11727,66737,14442
NO,2008,12,2058,391,423,22827,8288,11776,65543,14540
NO,2008,11,2487,1006,745,23428,9012,12077,63573,14416
NO,2008,10,3850,645,785,23845,9171,12023,62165,14675
NO,2008,9,6610,1387,1183,22967,9379,12224,58758,13588
NO,2008,8,7500,1593,1577,19320,8791,12540,53232,10529
NO,2008,7,2001,574,659,14854,7968,11884,48046,6886
NO,2008,6,3376,677,824,15951,8082,12019,46509,7868
NO,2008,5,5789,1034,1120,15379,7700,12042,43769,7678
NO,2008,4,7332,924,959,12710,7216,12156,38895,5494
NO,2008,3,6762,1123,1059,8770,6936,12330,32299,1834
NO,2008,2,4069,640,682,5296,6456,12193,26832,-1159
NO,2008,1,1822,741,757,4381,6676,12343,23249,-2295
NO,2007,52,5781,1554,1445,8002,6793,12988,21538,1209
NO,2007,51,1745,1291,984,5666,6547,12710,17679,-881
NO,2007,50,655,707,670,8160,7225,12571,17439,935
NO,2007,49,4525,1526,1533,11153,7876,13071,17013,3277
NO,2007,48,5820,969,1137,9769,7355,12833,14321,2413
NO,2007,47,2589,1009,953,7016,7533,13085,9278,-517
NO,2007,46,1458,1070,929,7605,8103,13459,7382,-498
NO,2007,45,4549,2034,1663,9607,9108,14041,6454,499
NO,2007,44,7285,3731,3513,8714,9364,15196,2885,-650
NO,2007,43,1055,1833,2230,5120,8240,14079,608,-3120
NO,2007,42,2939,2434,2391,7332,8822,14314,1182,-1491
NO,2007,41,2532,1638,1596,7399,8489,13859,1184,-1091
NO,2007,40,1237,1854,1671,8402,9692,13985,212,-1290
NO,2007,39,1996,3203,3112,10788,11107,14388,352,-319
NO,2007,38,4971,3376,2771,13273,11153,14960,1761,2120
NO,2007,37,3812,2934,2769,12681,11669,14003,1227,1012
NO,2007,36,3128,2805,2627,12531,12253,13518,861,278
NO,2007,35,2450,2340,2116,12670,12744,13113,922,-74
NO,2007,34,283,2706,2400,13099,13414,13042,869,-315
NO,2007,33,5040,3992,4393,15507,14070,14695,1193,1437
NO,2007,32,95,2937,3186,12569,12965,12881,1615,-396
NO,2007,31,1599,3349,3555,14692,13378,14164,2644,1314
NO,2007,30,1489,3813,3831,15167,13162,15028,3365,2004
NO,2007,29,2489,5380,4902,15718,12836,15738,4793,2883
NO,2007,28,4654,6883,5967,15685,11788,16693,6691,3897
NO,2007,27,3122,6979,8605,14019,10339,16645,9060,3680
NO,2007,26,794,6628,5807,11104,6518,16285,13406,4586
NO,2007,25,1325,6210,5687,12892,5968,17549,18174,6924
NO,2007,24,132,7806,5589,13627,5993,16737,24142,7633
NO,2007,23,-1775,11067,8694,17160,6464,19233,29690,10695
NO,2007,22,2164,6940,8026,23573,4688,20071,42203,18884
NO,2007,21,2381,6003,5262,22327,3485,18469,48911,18842
NO,2007,20,3634,3299,3791,22787,4865,18358,52925,17922
NO,2007,19,1610,3748,3511,20047,6390,16976,54129,13657
NO,2007,18,-193,5422,4739,20083,7284,18194,55257,12799
NO,2007,17,1854,4398,4650,21847,5494,17620,61685,16353
NO,2007,16,2417,2866,1806,20617,2899,15073,66990,17718
NO,2007,15,3095,1444,1352,20495,2686,14869,67804,17809
NO,2007,14,2658,1205,886,18826,2517,13690,67383,16309
NO,2007,13,338,1161,600,18057,2378,13593,66109,15680
NO,2007,12,1845,832,641,20261,2462,13157,67421,17799
NO,2007,11,6358,2223,1475,20756,2414,13516,66059,18341
NO,2007,10,2869,605,632,17349,1305,12717,62839,16043
NO,2007,9,1876,244,311,17052,1130,12499,60817,15922
NO,2007,8,2147,324,353,17714,1283,12598,59077,16431
NO,2007,7,1189,336,383,18724,1923,12803,57042,16801
NO,2007,6,1835,707,652,20436,2105,12980,56010,18330
NO,2007,5,5578,936,931,21926,2196,13422,54442,19731
NO,2007,4,3384,595,690,19519,1827,13241,50008,17691
NO,2007,3,7217,1471,1492,19690,2024,13694,46766,17666
NO,2007,2,8690,1884,1878,15534,990,14222,40508,14544
NO,2007,1,5811,1822,1448,9631,-465,14402,33582,10096
NO,2006,52,3351,2197,1835,9003,-1754,14924,29150,10757
NO,2006,51,4093,2070,2140,9135,-2613,15285,27732,11748
NO,2006,50,9659,3240,2907,8255,-3742,15008,26065,11997
NO,2006,49,6217,3551,2299,1834,-6151,15480,19313,7985
NO,2006,48,6422,4763,3612,-233,-7826,16349,15984,7593
NO,2006,47,4596,2401,2610,-2683,-10717,14871,16043,8035
NO,2006,46,6982,2348,2429,-4976,-12451,14497,14317,7475
NO,2006,45,7058,3904,3040,-9342,-13609,14491,9773,4267
NO,2006,44,5645,1904,2628,-12521,-15057,14220,7047,2536
NO,2006,43,4001,2266,2090,-15614,-15393,14622,2963,-221
NO,2006,42,3551,2240,1964,-16226,-15147,14875,1031,-1079
NO,2006,41,1930,2692,2247,-17037,-15519,14297,320,-1517
NO,2006,40,4521,2320,2865,-15943,-15762,14929,376,-182
NO,2006,39,2766,2231,2082,-18635,-16612,12735,302,-2023
NO,2006,38,1995,2371,2269,-18892,-16431,11906,235,-2461
NO,2006,37,68,2209,1727,-18648,-16422,11852,140,-2226
NO,2006,36,4012,3039,2801,-16186,-15625,13391,149,-560
NO,2006,35,3678,3092,3168,-17810,-15996,12149,145,-1814
NO,2006,34,1579,1941,1705,-20091,-17076,11061,150,-3015
NO,2006,33,1664,1859,1558,-19991,-16359,10661,158,-3632
NO,2006,32,1270,1802,1266,-19847,-15227,10100,172,-4620
NO,2006,31,725,2043,1643,-18994,-13506,9808,199,-5487
NO,2006,30,252,1838,1412,-18413,-12428,10146,258,-5985
NO,2006,29,-789,2023,1786,-17443,-10871,10706,370,-6572
NO,2006,28,3561,3084,3598,-15623,-9334,12676,521,-6290
NO,2006,27,-300,2514,2927,-18650,-9045,11696,725,-9604
NO,2006,26,-468,2963,2883,-18006,-7551,13139,1511,-10455
NO,2006,25,2843,4975,5445,-16411,-5482,15127,2742,-10929
NO,2006,24,-1125,6585,5835,-18659,-5462,15130,4919,-13197
NO,2006,23,-647,4645,4362,-15770,-5494,17442,10509,-10276
NO,2006,22,318,3722,3764,-13256,-3317,17562,15889,-9939
NO,2006,21,3525,5295,4747,-12361,-836,17900,19113,-11524
NO,2006,20,2612,3664,3814,-13873,454,18042,20991,-14328
NO,2006,19,163,9172,6155,-15628,1542,17929,22348,-17170
NO,2006,18,688,4009,4375,-11819,-929,17798,31964,-10890
NO,2006,17,1155,1585,1370,-12561,-2822,13868,39345,-9739
NO,2006,16,1612,853,516,-13042,-2416,12661,41059,-10625
NO,2006,15,1712,554,374,-13385,-1519,12515,40484,-11866
NO,2006,14,1937,294,348,-13836,-927,12239,39616,-12909
NO,2006,13,2490,326,302,-14198,-391,12195,38020,-13807
NO,2006,12,1071,173,202,-14538,186,12141,35914,-14725
NO,2006,11,666,159,172,-13073,991,12265,34905,-14064
NO,2006,10,388,129,174,-11061,1779,12235,34438,-12840
NO,2006,9,1525,240,213,-8299,2680,12352,34062,-10979
NO,2006,8,1057,280,327,-6621,3489,12548,32586,-10110
NO,2006,7,1476,311,318,-4584,4089,12526,31845,-8673
NO,2006,6,4945,629,615,-2966,4486,12692,30515,-7452
NO,2006,5,2475,1237,668,-4682,4542,12888,26022,-9224
NO,2006,4,2132,460,354,-3042,4750,12777,24988,-7792
NO,2006,3,4201,615,681,-1298,5380,12818,23298,-6678
NO,2006,2,3524,912,849,-1711,5934,13193,19347,-7645
NO,2006,1,268,313,350,-1879,6038,12955,17015,-7917
NO,2005,52,774,496,390,3642,6939,13228,16791,-3297
NO,2005,51,2977,782,973,6991,8507,13703,16051,-1516
NO,2005,50,5851,1858,1465,7616,9114,14126,13451,-1498
NO,2005,49,1486,789,1070,5802,8907,14161,9541,-3105
NO,2005,48,1769,1126,877,7682,9387,14578,8457,-1706
NO,2005,47,3067,2200,1658,9866,10317,15637,6793,-450
NO,2005,46,6953,4108,3007,10942,10613,16235,5432,328
NO,2005,45,6503,4987,4264,8837,9796,17565,1472,-959
NO,2005,44,5648,5024,5168,6562,7562,17387,344,-999
NO,2005,43,3757,1981,2749,4097,4728,16117,1059,-632
NO,2005,42,2232,1674,1331,3358,4901,14378,1065,-1543
NO,2005,41,2232,2162,1846,4620,5850,14613,290,-1231
NO,2005,40,1676,2695,2333,5828,6643,14482,190,-814
NO,2005,39,3416,2715,2809,7508,7067,15262,239,441
NO,2005,38,2207,3435,3003,7696,7002,14461,834,694
NO,2005,37,5782,4246,4020,9033,6781,15203,1267,2252
NO,2005,36,3031,3367,2962,6776,5830,14199,848,946
NO,2005,35,3159,3556,3316,6549,5472,14212,972,1076
NO,2005,34,3839,2917,3220,5590,4440,14184,1192,1150
NO,2005,33,71,2486,2125,3606,3868,12666,1524,-261
NO,2005,32,2209,3575,2941,5982,4617,14146,2112,1366
NO,2005,31,2112,3326,2774,6745,4891,14329,3020,1854
NO,2005,30,981,4447,3189,7095,5064,14301,4119,2031
NO,2005,29,2909,6084,4889,9079,4977,15585,6165,4102
NO,2005,28,857,6992,4783,9002,3588,15112,9788,5414
NO,2005,27,107,9265,7758,12208,3042,16620,14571,9166
NO,2005,26,-164,6860,5971,15646,131,17426,23195,15515
NO,2005,25,1138,10124,9312,18523,-619,18355,29586,19143
NO,2005,24,3373,8805,9387,19843,-4305,19535,37860,24148
NO,2005,23,1129,5234,5463,17359,-7637,18180,45043,24996
NO,2005,22,1208,4576,5269,17954,-6252,18399,49197,24206
NO,2005,21,3394,5832,6686,17704,-4913,18204,52951,22618
NO,2005,20,2778,1949,2759,15361,-5134,16298,57558,20495
NO,2005,19,616,1756,2046,13117,-2578,15317,57825,15694
NO,2005,18,1717,3007,3244,13427,-285,15496,58867,13711
NO,2005,17,492,1390,1690,12288,-544,15116,60669,12832
NO,2005,16,208,1070,1140,12168,-222,13774,62961,12390
NO,2005,15,2595,1611,1394,13194,411,14052,63594,12782
NO,2005,14,3502,1940,1151,12281,323,13811,62912,11958
NO,2005,13,248,677,550,11547,288,12976,62305,11259
NO,2005,12,950,555,546,13600,644,12749,62987,12957
NO,2005,11,3505,565,424,15012,882,12403,62961,14130
NO,2005,10,1545,389,254,14419,1514,12426,59992,12905
NO,2005,9,1300,263,287,16175,2282,12395,58893,13893
NO,2005,8,212,263,209,18203,3188,12494,57765,15015
NO,2005,7,1394,433,405,21446,4184,12692,57615,17262
NO,2005,6,4091,1010,684,23366,4679,13005,56342,18687
NO,2005,5,4773,1116,707,22769,4599,13271,53032,18170
NO,2005,4,1981,591,800,21781,4605,13083,49651,17176
NO,2005,3,4210,1882,1237,23421,4852,13489,47874,18569
NO,2005,2,9088,4044,2234,23374,4433,13938,45187,18941
NO,2005,1,12767,2702,2540,19471,3056,14490,39812,16414
NO,2004,53,6382,967,1370,11098,2157,13313,31142,8940
NO,2004,52,5418,1121,1005,7882,2137,13553,25508,5745
NO,2004,51,5248,2503,2011,6081,2554,14342,20454,3527
NO,2004,50,4528,2315,1654,4637,1500,14143,18069,3136
NO,2004,49,2070,993,1448,3801,476,13879,16254,3325
NO,2004,48,4500,1157,1417,4341,-14,14026,15069,4355
NO,2004,47,7256,2552,2042,2643,-281,14469,11334,2923
NO,2004,46,5028,2311,2625,-1115,-1007,15306,5925,-108
NO,2004,45,3907,1866,1709,-3798,-2440,14818,3820,-1359
NO,2004,44,2024,1633,1439,-4813,-2765,14303,2379,-2048
NO,2004,43,2672,1630,1677,-3592,-2133,14935,1413,-1459
NO,2004,42,429,1624,1278,-3101,-1465,14794,556,-1635
NO,2004,41,5101,3909,3458,-672,-1118,16041,539,447
NO,2004,40,2266,2893,2575,-2255,-2331,15238,323,75
NO,2004,39,5318,4584,4217,-1382,-2589,15987,280,1207
NO,2004,38,5949,3646,4029,-3431,-4456,15275,352,1025
NO,2004,37,2032,2539,2488,-6937,-6040,13120,202,-896
NO,2004,36,3084,3080,3309,-6565,-5995,13338,194,-569
NO,2004,35,2542,2245,2828,-7932,-6960,12920,216,-972
NO,2004,34,4042,2009,2074,-9297,-7665,12360,234,-1632
NO,2004,33,-1022,1906,1517,-11712,-7381,9852,269,-4331
NO,2004,32,1331,2346,2339,-9309,-6549,11727,404,-2761
NO,2004,31,-571,2245,2090,-9449,-6270,11587,728,-3179
NO,2004,30,1774,2861,3237,-7803,-6053,13445,1194,-1750
NO,2004,29,889,2546,2772,-8984,-6782,13595,1850,-2202
NO,2004,28,928,3479,3433,-9238,-6706,14362,2593,-2532
NO,2004,27,2067,4223,4572,-9048,-6458,15690,3745,-2590
NO,2004,26,2233,3785,4097,-10319,-6840,16011,5615,-3479
NO,2004,25,3118,4438,4140,-11794,-6259,15681,7583,-5535
NO,2004,24,1853,4588,4569,-13518,-5018,15790,8956,-8500
NO,2004,23,-853,4845,3577,-14564,-3982,15877,11768,-10582
NO,2004,22,-71,2717,2331,-10981,-1138,16413,17133,-9843
NO,2004,21,3680,4301,3795,-9386,2724,16640,19788,-12109
NO,2004,20,419,6534,5356,-11224,4837,17268,20032,-16061
NO,2004,19,2932,7762,10454,-9296,4415,20045,23691,-13711
NO,2004,18,1559,4935,4165,-13960,-2229,17267,31655,-11730
NO,2004,17,1972,4790,4124,-14417,-3982,16604,35913,-10435
NO,2004,16,1332,1841,1697,-15301,-6558,14797,40804,-8744
NO,2004,15,2225,1199,760,-15763,-7104,12930,43275,-8660
NO,2004,14,968,817,680,-16751,-7240,12696,42557,-9511
NO,2004,13,993,731,456,-16393,-7513,12431,42711,-8880
NO,2004,12,4064,1846,1165,-15145,-7281,13007,41909,-7864
NO,2004,11,628,207,303,-16685,-8260,11782,41027,-8425
NO,2004,10,1252,246,349,-15306,-8188,11830,40565,-7118
NO,2004,9,2148,460,431,-14100,-8108,11938,39463,-5993
NO,2004,8,1983,705,579,-13715,-8192,12321,37401,-5522
NO,2004,7,2224,561,613,-13022,-8474,12178,36318,-4548
NO,2004,6,5357,1249,1535,-12739,-8929,12502,34348,-3810
NO,2004,5,2428,276,366,-15991,-10647,11824,30965,-5344
NO,2004,4,1924,272,354,-15516,-10588,11979,28651,-4928
NO,2004,3,2474,497,368,-14143,-10321,12110,26863,-3822
NO,2004,2,2303,441,514,-13517,-10323,12308,24683,-3194
NO,2004,1,1468,701,645,-13086,-10320,12580,22542,-2766
NO,2003,52,5586,1401,1433,-9595,-10640,13195,21167,1046
NO,2003,51,5411,1662,1378,-12040,-11024,13425,16827,-1017
NO,2003,50,5310,1282,1121,-14055,-11574,13079,13515,-2481
NO,2003,49,4080,1214,904,-16275,-12111,13093,9550,-4164
NO,2003,48,1937,882,847,-17375,-12480,12964,6881,-4895
NO,2003,47,1978,912,897,-16626,-12568,13112,5709,-4059
NO,2003,46,646,992,817,-16023,-12479,13485,4310,-3544
NO,2003,45,2282,1774,1614,-13804,-11987,14173,4007,-1817
NO,2003,44,3602,1390,1264,-13098,-12095,13325,4402,-1003
NO,2003,43,1082,888,656,-13241,-11023,13008,2581,-2217
NO,2003,42,875,1475,1113,-10190,-8632,13853,1574,-1558
NO,2003,41,2536,2013,1894,-7867,-7808,14708,1366,-60
NO,2003,40,1782,2633,2298,-7222,-7356,14996,625,135
NO,2003,39,8285,4969,4676,-5432,-6933,15945,615,1501
NO,2003,38,4429,3175,3188,-9949,-8999,13285,367,-949
NO,2003,37,2385,2310,2552,-11713,-9714,12057,161,-1999
NO,2003,36,1026,1634,1597,-12076,-9689,11549,164,-2388
NO,2003,35,501,1987,2163,-11038,-8928,11824,174,-2110
NO,2003,34,2352,2913,2613,-10180,-9128,13004,170,-1052
NO,2003,33,5165,3136,2515,-10728,-9462,13007,178,-1266
NO,2003,32,-247,1971,1590,-13833,-9439,10307,191,-4394
NO,2003,31,1035,2677,2686,-11553,-8054,11783,213,-3499
NO,2003,30,3381,3264,3727,-11607,-8130,12652,260,-3477
NO,2003,29,-459,2505,2804,-14639,-9055,11680,384,-5584
NO,2003,28,1170,2883,3249,-14226,-8891,13293,860,-5334
NO,2003,27,732,4256,4634,-14965,-8482,14026,1516,-6483
NO,2003,26,2056,5281,5490,-14999,-8745,15635,3216,-6254
NO,2003,25,1193,4408,5231,-16029,-9338,16052,6055,-6691
NO,2003,24,614,6020,6176,-17113,-9331,16696,8768,-7783
NO,2003,23,1044,8202,9102,-17011,-9908,18418,12706,-7103
NO,2003,22,1841,6947,7448,-17118,-12395,18418,20249,-4723
NO,2003,21,2884,5711,6157,-18259,-13815,18467,25627,-4444
NO,2003,20,3475,3877,3447,-20149,-13960,16428,30745,-6189
NO,2003,19,2652,2960,2835,-22293,-12601,15518,32236,-9693
NO,2003,18,2704,2487,2159,-24331,-11844,14600,33564,-12487
NO,2003,17,229,3610,1883,-26527,-11668,14778,33316,-14859
NO,2003,16,84,1452,955,-24985,-12302,13287,38375,-12683
NO,2003,15,419,421,380,-24265,-12470,10237,42833,-11794
NO,2003,14,2905,929,598,-23658,-11982,10461,42628,-11676
NO,2003,13,2110,1141,698,-25142,-12290,10711,40459,-12851
NO,2003,12,1623,745,523,-25348,-12836,10015,40253,-12512
NO,2003,11,2983,1040,522,-25148,-13353,9831,39607,-11796
NO,2003,10,2731,259,299,-26003,-14028,9422,38116,-11975
NO,2003,9,345,225,209,-26624,-14299,9408,35661,-12325
NO,2003,8,221,319,201,-24710,-14427,9454,35506,-10283
NO,2003,7,1267,525,364,-22420,-14449,9511,35562,-7971
NO,2003,6,2077,293,395,-21264,-14972,9466,34901,-6293
NO,2003,5,1848,717,483,-20951,-15418,9592,33008,-5534
NO,2003,4,5385,1003,741,-19917,-15851,9757,31734,-4067
NO,2003,3,8675,1492,1114,-22418,-16760,9885,27251,-5658
NO,2003,2,2700,179,88,-28172,-17997,9257,20753,-10174
NO,2003,1,1409,139,204,-27845,-17472,9245,18269,-10373
NO,2002,52,1254,181,145,-24024,-16949,9337,16905,-7075
NO,2002,51,2634,308,306,-21881,-15777,9436,15729,-6104
NO,2002,50,604,172,234,-21181,-14979,9456,13419,-6201
NO,2002,49,408,163,207,-18680,-14323,9458,12992,-4357
NO,2002,48,1020,219,230,-16102,-13562,9586,12615,-2540
NO,2002,47,695,288,383,-14197,-12715,9727,11671,-1482
NO,2002,46,1693,397,406,-11955,-11604,9951,11037,-351
NO,2002,45,1498,641,706,-10470,-10168,10215,9479,-303
NO,2002,44,2733,1101,796,-8695,-8825,10412,8448,129
NO,2002,43,6919,1100,978,-7560,-6995,10910,6332,-565
NO,2002,42,580,538,213,-10474,-4953,10220,1244,-5521
NO,2002,41,263,882,716,-7566,-2859,10718,710,-4706
NO,2002,40,2384,1761,1600,-4181,-735,11487,553,-3446
NO,2002,39,1924,1219,1165,-3317,392,10913,438,-3709
NO,2002,38,1325,1449,1169,-1833,1999,10503,266,-3832
NO,2002,37,-118,1818,1440,127,3595,10547,203,-3468
NO,2002,36,3734,2476,2324,2882,4961,11800,221,-2079
NO,2002,35,2314,1714,1535,1659,5444,10090,234,-3785
NO,2002,34,-670,1722,1417,1143,6325,8779,265,-5181
NO,2002,33,963,1959,1608,3600,7651,10050,351,-4051
NO,2002,32,-294,2081,1497,4728,9048,10074,497,-4320
NO,2002,31,-1033,2424,2216,7574,10920,11352,797,-3346
NO,2002,30,1194,3258,2656,10261,11731,13469,1450,-1470
NO,2002,29,-330,3859,3049,11294,12332,14478,2133,-1038
NO,2002,28,5015,5808,5657,13922,12927,16881,3601,995
NO,2002,27,2486,4226,3710,10799,11627,15841,5357,-827
NO,2002,26,2670,4607,4410,10522,12677,15934,7017,-2154
NO,2002,25,1772,5417,5169,9749,13574,16139,8835,-3825
NO,2002,24,2151,8243,6820,9698,14177,16906,11861,-4479
NO,2002,23,-1595,8618,7550,10402,13479,17907,17243,-3077
NO,2002,22,2216,7724,7787,15189,12854,19041,26685,2336
NO,2002,21,1179,6776,8155,14851,11808,19339,32241,3043
NO,2002,20,866,6542,6678,14355,10199,18122,39395,4156
NO,2002,19,-107,5235,4845,14917,8853,19005,44506,6064
NO,2002,18,4686,4413,3988,16376,7934,17451,51643,8442
NO,2002,17,1948,4143,3998,12855,6786,17137,51885,6069
NO,2002,16,144,1451,1258,11773,4669,14709,56740,7104
NO,2002,15,724,1315,1066,12932,4977,14107,58714,7956
NO,2002,14,437,1384,1160,13770,5039,14004,59491,8731
NO,2002,13,1539,815,506,15059,4578,12901,61603,10481
NO,2002,12,2004,430,391,15759,4711,12480,61348,11049
NO,2002,11,2792,438,475,16157,5130,12477,59784,11027
NO,2002,10,8083,694,724,15756,5407,12647,57216,10349
NO,2002,9,2340,396,509,10244,5179,12685,49773,5064
NO,2002,8,4220,998,726,10578,5321,12985,47516,5257
NO,2002,7,4963,1020,894,9634,5369,13417,43893,4265
NO,2002,6,4778,1683,1133,7564,4824,13469,39930,2740
NO,2002,5,7138,884,1121,5927,3700,13412,36948,2227
NO,2002,4,5214,1251,752,1646,3068,13313,30822,-1422
NO,2002,3,3587,2107,1301,418,2990,13824,26398,-2572
NO,2002,2,3504,1552,1436,925,2253,13668,25189,-1328
NO,2002,1,3202,481,483,847,1728,13015,23991,-881
NO,2001,52,1048,444,424,3220,2239,13094,21204,981
NO,2001,51,2695,868,753,5998,3568,13501,20198,2430
NO,2001,50,945,1205,1149,7410,4559,13899,18028,2852
NO,2001,49,2402,1010,1001,10086,4651,13671,18572,5435
NO,2001,48,4516,1222,1340,11067,4937,14159,16711,6130
NO,2001,47,2984,1565,1179,9670,4926,14290,13335,4744
NO,2001,46,5293,1732,1467,10302,5362,14921,11358,4941
NO,2001,45,4587,2588,1991,8585,5771,15531,7280,2814
NO,2001,44,7967,4264,3883,8069,5882,17141,3777,2187
NO,2001,43,3457,2107,2155,4004,4405,16592,813,-401
NO,2001,42,1734,2960,2509,4012,4888,15651,458,-876
NO,2001,41,6377,4569,4550,5322,4152,16731,573,1171
NO,2001,40,6540,3678,4424,2082,2008,15056,504,74
NO,2001,39,361,1218,1109,-2323,-23,12286,474,-2300
NO,2001,38,1201,1811,1618,167,1261,13292,216,-1094
NO,2001,37,1531,1818,1649,1325,1853,13468,222,-528
NO,2001,36,1410,2240,2156,2299,2732,13437,231,-433
NO,2001,35,3103,2933,2651,3071,2923,14025,230,147
NO,2001,34,773,2625,2837,1781,2309,13460,238,-528
NO,2001,33,2387,3170,3512,2421,1941,14680,252,480
NO,2001,32,2895,2929,2715,1235,925,14923,278,309
NO,2001,31,3465,2790,3328,416,1017,14595,298,-601
NO,2001,30,680,2932,2876,-2272,198,13588,331,-2470
NO,2001,29,2773,3247,3384,-2060,-81,15235,434,-1979
NO,2001,28,4469,4074,4890,-4129,-470,15258,570,-3659
NO,2001,27,702,4026,5420,-8647,-1604,13926,1056,-7043
NO,2001,26,-80,5166,5840,-9852,-2739,15501,2491,-7114
NO,2001,25,723,5805,6046,-9451,-3817,17136,6029,-5633
NO,2001,24,638,4002,3906,-9539,-4705,17489,10924,-4834
NO,2001,23,2252,4917,5140,-9253,-2964,18160,13778,-6289
NO,2001,22,1713,5697,5802,-10141,-1590,18065,16773,-8551
NO,2001,21,966,4293,4757,-10654,-1207,17808,21282,-9447
NO,2001,20,1314,7412,5382,-10715,0,18425,24221,-10715
NO,2001,19,-82,4788,3840,-8741,-451,18531,30626,-8290
NO,2001,18,1644,2288,1837,-6928,-543,14598,39669,-6385
NO,2001,17,2134,1232,796,-7747,230,13650,41326,-7977
